Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Sex_of_driver_encoded,Owner_of_vehicle_Organization,Owner_of_vehicle_Other,Owner_of_vehicle_Owner,Accident_severity_encoded,Time_seconds,Time_binned,Number_of_vehicles_scaled,Number_of_casualties_scaled,Casualty_severity_numeric,Casualty_severity_decimal_scaled,Time_scaled
7:35:00,Monday,Over 51,Male,Unknown,Employee,Below 1yr,Public (13?45 seats),Organization,Unknown,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury,1,1.0,0.0,0.0,1.0,27300,Pagi,0.33333333333333337,0.44864884805439376,3,0.3,0.273
22:50:00,Friday,Under 18,Male,Junior high school,Owner,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Collision with pedestrians,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury,1,0.0,0.0,1.0,1.0,82200,Malam,0.0,-0.5442638586190858,0,0.0,0.822
15:31:00,Monday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,4,Going straight,Passenger,Male,5,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,55860,Sore,0.16666666666666666,2.434474261401353,2,0.2,0.5586
17:00:00,Thursday,18-30,Male,Elementary school,Employee,2-5yr,Long lorry,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,61200,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.612
19:12:00,Tuesday,31-50,Male,Elementary school,Owner,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Serious Injury,1,0.0,0.0,1.0,1.0,69120,Malam,0.0,-0.5442638586190858,3,0.3,0.6912
17:25:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,62700,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.627
15:44:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Pedestrian,Female,Under 18,3,Driver,Normal,Crossing from driver's nearside,Getting off the vehicle improperly,Slight Injury,1,0.0,0.0,1.0,0.0,56640,Sore,0.0,0.44864884805439376,3,0.3,0.5664
17:25:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,2,Self-employed,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,1.0,0.0,62700,Sore,0.16666666666666666,-0.5442638586190858,2,0.2,0.627
22:30:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Governmental,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,0.0,0.0,81000,Malam,0.16666666666666666,0.44864884805439376,3,0.3,0.81
15:26:00,Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Stopping,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,55560,Sore,0.0,-0.5442638586190858,3,0.3,0.5556
1:30:00,Sunday,Under 18,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Below 1yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,4,Going straight,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,No distancing,Serious Injury,1,0.0,0.0,1.0,1.0,5400,Malam,0.16666666666666666,2.434474261401353,3,0.3,0.054
15:17:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Fatal injury,1,0.0,0.0,1.0,2.0,55020,Sore,0.16666666666666666,-0.5442638586190858,3,0.3,0.5502
19:28:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,5,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,1,0.0,0.0,1.0,1.0,70080,Malam,0.16666666666666666,-0.5442638586190858,3,0.3,0.7008
16:36:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Fatal injury,1,0.0,0.0,1.0,2.0,59760,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.5976
8:01:00,Thursday,31-50,Male,Elementary school,Owner,5-10yr,Automobile,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,1,0.0,0.0,1.0,0.0,28860,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.2886
12:15:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,44100,Siang,0.16666666666666666,-0.5442638586190858,0,0.0,0.441
10:30:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,1-2yr,No defect, Industrial areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Passenger,Male,31-50,3,Student,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,37800,Siang,0.16666666666666666,-0.5442638586190858,3,0.3,0.378
19:50:00,Friday,31-50,Male,High school,Other,Above 10yr,Public (13?45 seats),Organization,Above 10yr,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Stopping,Pedestrian,Male,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury,1,1.0,0.0,0.0,0.0,71400,Malam,0.0,-0.5442638586190858,3,0.3,0.714
14:15:00,Friday,31-50,Male,Junior high school,Unknown,5-10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,U-Turn,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overloading,Slight Injury,1,0.0,0.0,1.0,0.0,51300,Sore,0.0,-0.5442638586190858,3,0.3,0.513
0:29:00,Wednesday,Under 18,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,1740,Malam,0.16666666666666666,0.44864884805439376,3,0.3,0.0174
19:08:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury,1,0.0,0.0,1.0,0.0,68880,Malam,0.33333333333333337,1.4415615547278733,0,0.0,0.6888
19:31:00,Wednesday,18-30,Male,Junior high school,Owner,1-2yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,70260,Malam,0.16666666666666666,-0.5442638586190858,0,0.0,0.7026
9:52:00,Friday,Under 18,Male,High school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Other,Serious Injury,1,0.0,0.0,1.0,1.0,35520,Pagi,0.16666666666666666,0.44864884805439376,3,0.3,0.3552
10:13:00,Thursday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,36780,Siang,0.16666666666666666,1.4415615547278733,3,0.3,0.3678
11:45:00,Saturday,Unknown,Male,Elementary school,Employee,Above 10yr,Taxi,Owner,Above 10yr,No defect,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,1,0.0,0.0,1.0,1.0,42300,Siang,0.16666666666666666,-0.5442638586190858,3,0.3,0.423
10:04:00,Wednesday,31-50,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,36240,Siang,0.33333333333333337,-0.5442638586190858,0,0.0,0.3624
10:30:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Female,18-30,3,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury,1,0.0,0.0,1.0,0.0,37800,Siang,0.16666666666666666,-0.5442638586190858,3,0.3,0.378
10:40:00,Monday,31-50,Male,Writing & reading,Employee,2-5yr,Long lorry,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Female,Over 51,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,38400,Siang,0.16666666666666666,-0.5442638586190858,3,0.3,0.384
18:30:00,Wednesday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Overtaking,Pedestrian,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,66600,Malam,0.33333333333333337,-0.5442638586190858,3,0.3,0.666
14:11:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Organization,2-5yrs,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,1.0,0.0,0.0,0.0,51060,Sore,0.0,-0.5442638586190858,3,0.3,0.5106
18:02:00,Wednesday,31-50,Male,Above high school,Employee,1-2yr,Lorry (41?100Q),Governmental,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Employee,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,0.0,0.0,64920,Malam,0.16666666666666666,-0.5442638586190858,3,0.3,0.6492
10:38:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury,1,0.0,0.0,1.0,0.0,38280,Siang,0.33333333333333337,1.4415615547278733,3,0.3,0.3828
9:20:00,Thursday,18-30,Male,Elementary school,Employee,2-5yr,Public (12 seats),Owner,Unknown,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury,1,0.0,0.0,1.0,0.0,33600,Pagi,0.0,-0.5442638586190858,3,0.3,0.336
9:31:00,Monday,Over 51,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,other,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,1,0.0,0.0,1.0,1.0,34260,Pagi,0.0,-0.5442638586190858,0,0.0,0.3426
12:48:00,Sunday,18-30,Male,Unknown,Owner,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,4,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury,1,0.0,0.0,1.0,0.0,46080,Siang,0.16666666666666666,2.434474261401353,3,0.3,0.4608
11:11:00,Wednesday,18-30,Male,Writing & reading,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury,1,0.0,0.0,1.0,2.0,40260,Siang,0.16666666666666666,0.44864884805439376,0,0.0,0.4026
2:10:00,Sunday,18-30,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,7800,Malam,0.16666666666666666,-0.5442638586190858,0,0.0,0.078
18:39:00,Wednesday,Under 18,Male,Elementary school,Employee,5-10yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Reversing,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,67140,Malam,0.16666666666666666,-0.5442638586190858,3,0.3,0.6714
20:35:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,3,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,74100,Malam,0.16666666666666666,1.4415615547278733,3,0.3,0.741
13:35:00,Tuesday,Unknown,Male,Elementary school,Employee,2-5yr,Long lorry,Governmental,Unknown,No defect,Office areas,other,Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Pedestrian,Female,Under 18,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury,1,0.0,0.0,0.0,0.0,48900,Siang,0.16666666666666666,-0.5442638586190858,3,0.3,0.489
19:30:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,70200,Malam,0.16666666666666666,-0.5442638586190858,0,0.0,0.702
6:09:00,Wednesday,31-50,Male,Elementary school,Employee,Below 1yr,Stationwagen,Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Overtaking,Serious Injury,1,0.0,0.0,1.0,1.0,22140,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.2214
17:05:00,Wednesday,31-50,Male,Elementary school,Employee,2-5yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Collision with roadside objects,2,1,Unknown,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Serious Injury,1,0.0,0.0,1.0,1.0,61500,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.615
11:30:00,Wednesday,Over 51,Unknown,Junior high school,Employee,Below 1yr,Stationwagen,Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,2,0.0,0.0,1.0,0.0,41400,Siang,0.0,-0.5442638586190858,0,0.0,0.414
12:10:00,Friday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,  Recreational areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,1.0,0.0,43800,Siang,0.16666666666666666,-0.5442638586190858,0,0.0,0.438
16:26:00,Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,1,0.0,0.0,1.0,1.0,59160,Sore,0.16666666666666666,-0.5442638586190858,0,0.0,0.5916
12:24:00,Saturday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed,Slight Injury,1,0.0,0.0,1.0,0.0,44640,Siang,0.0,-0.5442638586190858,0,0.0,0.4464
8:10:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Below 1yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Fog or mist,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Male,18-30,3,Driver,Normal,"Walking along in carriageway, facing traffic",Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,29400,Pagi,0.16666666666666666,-0.5442638586190858,3,0.3,0.294
16:25:00,Monday,Unknown,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Other,Double carriageway (median),Gentle horizontal curve,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,59100,Sore,0.16666666666666666,-0.5442638586190858,3,0.3,0.591
19:12:00,Tuesday,31-50,Male,High school,Employee,2-5yr,Lorry (11?40Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,3,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,1,0.0,0.0,1.0,1.0,69120,Malam,0.16666666666666666,1.4415615547278733,3,0.3,0.6912
20:41:00,Thursday,31-50,Male,Junior high school,Owner,1-2yr,Motorcycle,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,4,2,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,74460,Malam,0.5,0.44864884805439376,0,0.0,0.7446
12:30:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,45000,Siang,0.16666666666666666,-0.5442638586190858,0,0.0,0.45
7:45:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,27900,Pagi,0.16666666666666666,-0.5442638586190858,0,0.0,0.279
18:30:00,Thursday,31-50,Male,Elementary school,Employee,2-5yr,Automobile,Organization,2-5yrs,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,1,1.0,0.0,0.0,1.0,66600,Malam,0.5,-0.5442638586190858,0,0.0,0.666
17:08:00,Monday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,7, Outside rural areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,61680,Sore,0.16666666666666666,-0.5442638586190858,3,0.3,0.6168
10:44:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Other,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,6,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,38640,Siang,0.8333333333333334,-0.5442638586190858,0,0.0,0.3864
22:24:00,Thursday,31-50,Male,High school,Owner,5-10yr,Public (> 45 seats),Owner,Unknown,No defect,  Recreational areas,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,1,0.0,0.0,1.0,1.0,80640,Malam,0.33333333333333337,-0.5442638586190858,3,0.3,0.8064
