Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Sex_of_driver_encoded,Owner_of_vehicle_Organization,Owner_of_vehicle_Other,Owner_of_vehicle_Owner,Accident_severity_encoded,Time_seconds,Time_binned,Number_of_vehicles_scaled,Number_of_casualties_scaled,Number_of_casualties_decimal_scaled,Time_scaled
15:35:00,Sunday,18-30,Male,Elementary school,Employee,1-2yr,Lorry (11?40Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overturning,Serious Injury,1,0.0,0.0,1.0,1.0,56100,Sore,0.0,-0.5442638586190858,0.1,0.561
19:50:00,Friday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Getting off,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,71400,Malam,0.16666666666666666,0.44864884805439376,0.2,0.714
19:50:00,Friday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Getting off,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,71400,Malam,0.16666666666666666,0.44864884805439376,0.2,0.714
1:40:00,Monday,Unknown,Female,Junior high school,Employee,1-2yr,Other,Owner,Unknown,No defect, Church areas,Double carriageway (median),Tangent road with mild grade and flat terrain,O Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,31-50,3,Employee,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,0,0.0,0.0,1.0,0.0,6000,Malam,0.16666666666666666,1.4415615547278733,0.3,0.06
1:40:00,Monday,31-50,Male,Junior high school,Owner,5-10yr,Other,Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,O Shape,Other,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Overtaking,na,na,na,na,Other,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,6000,Malam,0.16666666666666666,1.4415615547278733,0.3,0.06
1:40:00,Monday,31-50,Male,High school,Owner,Above 10yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Reversing,Driver or rider,Male,18-30,3,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,6000,Malam,0.16666666666666666,1.4415615547278733,0.3,0.06
1:40:00,Monday,31-50,Male,Junior high school,Owner,Below 1yr,Taxi,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overspeed,Slight Injury,1,0.0,0.0,1.0,0.0,6000,Malam,0.16666666666666666,1.4415615547278733,0.3,0.06
15:09:00,Thursday,Unknown,Female,Writing & reading,Owner,5-10yr,Other,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Getting off,na,na,na,na,Employee,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury,0,0.0,0.0,1.0,1.0,54540,Sore,0.16666666666666666,0.44864884805439376,0.2,0.5454
15:09:00,Thursday,18-30,Male,Above high school,Employee,Above 10yr,Taxi,Governmental,5-10yrs,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Getting off,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,1,0.0,0.0,0.0,1.0,54540,Sore,0.16666666666666666,0.44864884805439376,0.2,0.5454
15:09:00,Thursday,18-30,Male,High school,Employee,Below 1yr,Lorry (11?40Q),Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Reversing,Driver or rider,Male,31-50,3,Employee,Normal,Not a Pedestrian,No distancing,Serious Injury,1,0.0,0.0,1.0,1.0,54540,Sore,0.16666666666666666,0.44864884805439376,0.2,0.5454
15:45:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Turnover,na,na,na,na,Employee,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,56700,Sore,0.0,-0.5442638586190858,0.1,0.567
13:09:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,2-5yrs,No defect,Residential areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Passenger,Female,Under 18,3,Employee,Normal,Not a Pedestrian,Overspeed,Slight Injury,1,0.0,0.0,1.0,0.0,47340,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.4734
13:09:00,Wednesday,31-50,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,1.0,0.0,47340,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.4734
17:40:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Governmental,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,1,0.0,0.0,0.0,1.0,63600,Sore,0.0,-0.5442638586190858,0.1,0.636
14:50:00,Monday,18-30,Male,Junior high school,Employee,No Licence,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Student,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,53400,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.534
14:50:00,Monday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,5-10yrs,No defect, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,53400,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.534
19:15:00,Thursday,Over 51,Male,Illiterate,Owner,1-2yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,Undivided Two way,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,69300,Malam,0.0,-0.5442638586190858,0.1,0.693
14:20:00,Monday,31-50,Male,Junior high school,Owner,Below 1yr,Other,Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,2,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,51600,Sore,0.0,0.44864884805439376,0.2,0.516
14:20:00,Monday,31-50,Male,Junior high school,Owner,1-2yr,Pick up upto 10Q,Organization,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,1.0,0.0,0.0,0.0,51600,Sore,0.0,0.44864884805439376,0.2,0.516
17:34:00,Friday,Over 51,Male,Junior high school,Owner,2-5yr,Pick up upto 10Q,Governmental,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overspeed,Serious Injury,1,0.0,0.0,0.0,1.0,63240,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.6324
17:34:00,Friday,Unknown,Female,Unknown,Owner,5-10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,0,0.0,0.0,1.0,1.0,63240,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.6324
19:50:00,Monday,31-50,Male,Unknown,Owner,Above 10yr,Long lorry,Owner,2-5yrs,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,1,Getting off,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,1,0.0,0.0,1.0,1.0,71400,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.714
19:50:00,Monday,31-50,Male,Junior high school,Owner,2-5yr,Automobile,Owner,Unknown,7,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Other,Dry,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury,1,0.0,0.0,1.0,1.0,71400,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.714
14:55:00,Tuesday,18-30,Male,Elementary school,Owner,Above 10yr,Public (13?45 seats),Governmental,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,1,0.0,0.0,0.0,0.0,53700,Sore,0.33333333333333337,1.4415615547278733,0.3,0.537
14:55:00,Tuesday,18-30,Male,Writing & reading,Owner,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,53700,Sore,0.33333333333333337,1.4415615547278733,0.3,0.537
14:55:00,Tuesday,18-30,Male,Junior high school,Owner,5-10yr,Public (13?45 seats),Organization,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,1.0,0.0,0.0,0.0,53700,Sore,0.33333333333333337,1.4415615547278733,0.3,0.537
14:55:00,Tuesday,18-30,Male,Junior high school,Owner,5-10yr,Other,Owner,Above 10yr,No defect,Other,other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,3,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,53700,Sore,0.33333333333333337,1.4415615547278733,0.3,0.537
12:50:00,Wednesday,18-30,Male,Junior high school,Owner,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads with some distress,Dry,Daylight,Normal,Collision with roadside objects,2,3,Moving Backward,Pedestrian,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Overloading,Slight Injury,1,0.0,0.0,1.0,0.0,46200,Siang,0.16666666666666666,1.4415615547278733,0.3,0.462
12:50:00,Wednesday,18-30,Male,Junior high school,Owner,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury,1,0.0,0.0,1.0,0.0,46200,Siang,0.16666666666666666,1.4415615547278733,0.3,0.462
12:50:00,Wednesday,Over 51,Male,Elementary school,Employee,2-5yr,Long lorry,Owner,Above 10yr,No defect, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,46200,Siang,0.16666666666666666,1.4415615547278733,0.3,0.462
18:15:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,65700,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.657
18:15:00,Tuesday,Under 18,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,65700,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.657
8:40:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,Other,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,31200,Pagi,0.16666666666666666,-0.5442638586190858,0.1,0.312
8:40:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,Y Shape,Earth roads,Wet or damp,Daylight,Raining,Rollover,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,1,0.0,0.0,1.0,0.0,31200,Pagi,0.16666666666666666,-0.5442638586190858,0.1,0.312
13:15:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,1,0.0,0.0,1.0,1.0,47700,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.477
13:15:00,Saturday,18-30,Male,Elementary school,Employee,5-10yr,Other,Owner,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,1,0.0,0.0,1.0,1.0,47700,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.477
12:30:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,2,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,45000,Siang,0.0,0.44864884805439376,0.2,0.45
12:30:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,5-10yrs,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,45000,Siang,0.0,0.44864884805439376,0.2,0.45
8:35:00,Saturday,Over 51,Male,Elementary school,Owner,5-10yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,30900,Pagi,0.16666666666666666,-0.5442638586190858,0.1,0.309
8:35:00,Saturday,18-30,Male,Junior high school,Owner,5-10yr,Pick up upto 10Q,Governmental,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,0.0,0.0,30900,Pagi,0.16666666666666666,-0.5442638586190858,0.1,0.309
15:48:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Governmental,Below 1yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,Slight Injury,1,0.0,0.0,0.0,0.0,56880,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.5688
15:48:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,56880,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.5688
14:56:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,School areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury,1,0.0,0.0,1.0,1.0,53760,Sore,0.0,-0.5442638586190858,0.1,0.5376
22:30:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,No defect,School areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,81000,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.81
